session,file,path,kind,bytes,rows,columns,distinct_settings_in_file,what_it_is,produced_by,bias,z_parking,run_settings,session_log_passage,tip,sample,session_log,session_when,excluded_why,caveat,metadata_source
2026-09-19-bench,cas9_xheld0.csv,sessions/data/2026-09-19-bench/cas9_xheld0.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,"X-HELD CONTROL 0 of 4: identical timing, X never moved",scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000",same as the scan it follows; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,cas9_xheld1.csv,sessions/data/2026-09-19-bench/cas9_xheld1.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,"X-HELD CONTROL 1 of 4: identical timing, X never moved",scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000",same as the scan it follows; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"control 1 began at the loop's 12,000 lower clamp and climbed back blind; the '28,000-count swing' once read off it was THE TOOL, not the gold, and is RETIRED in docs/FACTS.md",session data README or session log
2026-09-19-bench,cas9_xheld2.csv,sessions/data/2026-09-19-bench/cas9_xheld2.csv,csv,405,2,"y, dir, then 21 X DAC codes 31268..34268",2 pass rows,"X-HELD CONTROL 2 of 4: identical timing, X never moved",scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000",same as the scan it follows; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"control 2 ABORTED after one line (saturated 47), so it contributes one line, not eleven",session data README or session log
2026-09-19-bench,cas9_xheld3.csv,sessions/data/2026-09-19-bench/cas9_xheld3.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,"X-HELD CONTROL 3 of 4: identical timing, X never moved",scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000",same as the scan it follows; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,catch_and_scan_run2.log,sessions/data/2026-09-19-bench/catch_and_scan_run2.log,log,1259,13,free text,first line: 02:50:21 t= 321.8s TOUCH Z 8768 (low) lock-in I(-)1452 I(+)1400 diff -52 se 28 -> undecide,"the same run, second copy of the log",scripts/catch_and_scan.py,38229 = sample -0.5 V,"swept, then lock-in at the touch",lock-in at +-500 counts,sessions/2026-09-19-bench.md 3.12,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,taken with the BENT tip,session data README or session log
2026-09-19-bench,claude_running_notes.md,sessions/data/2026-09-19-bench/claude_running_notes.md,md,12125,157,free text,"first line: # Running notes, bench 2026-09-19 UTC (evening of 2026-09-18 local), this laptop, COM3","Claude's timeline written during the session, including console output not saved elsewhere",hand,various,various,"prose, not a data file",sessions/2026-09-19-bench.md throughout,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,creeptrack_run1.log,sessions/data/2026-09-19-bench/creeptrack_run1.log,log,441,5,free text,"first line: 02:06:42 t= 225.1s TOUCH at Z 32768 (midscale half, sweep order high/low) -> retracted +10","motor still, both halves of Z swept every 5 s, +100 retract at each touch",scripts/creeptrack.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/creeptrack.py:36 dev.set_bias(38229))",both halves swept,stopped as a runaway,sessions/2026-09-19-bench.md 3.12,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,recovered from the producing script's source
2026-09-19-bench,here_run1.csv,sessions/data/2026-09-19-bench/here_run1.csv,csv,1201443,46328,"t, tag, z, bias, value","bias: 21846, 22938, 24030, 25123, 26215, 27307, 28399, 29491 ... (21 values); z: 0, 10, 100, 1000, 1010, 1020, 1030, 1040 ... (301 values); tag: flip, iv, rec, slope; t spans 22.40","the raw points: a 10 s record, the bias flip, an I-V and a Z 0-3000 sweep",scripts/here.py,38229 = sample -0.5 V for the record and the sweep; 21 codes for the I-V; alternating for the flip,"0 for the record, 0-3000 for the sweep","columns t, tag (rec/flip/iv/slope), z, bias, value; rec is 35,000 readings over 10.3 s at about 3,400 per second",sessions/2026-09-19-bench.md 3.6,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,taken with the tip Jacob identified as BENT about 90 minutes later. Nothing in it transfers to the tip fitted at ~03:00,session data README or session log
2026-09-19-bench,here_run1.log,sessions/data/2026-09-19-bench/here_run1.log,log,2031,5,free text,"first line: 01:28:12 1. Z 0, -0.5 V, 10 s: n 35000 mean 1059 sd 96 min 765 max 1566",the printed summary of the steady junction,scripts/here.py,38229 = sample -0.5 V for the record and the sweep; 21 codes for the I-V; alternating for the flip,"0 for the record, 0-3000 for the sweep","columns t, tag (rec/flip/iv/slope), z, bias, value; rec is 35,000 readings over 10.3 s at about 3,400 per second",sessions/2026-09-19-bench.md 3.6,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,taken with the tip Jacob identified as BENT about 90 minutes later. Nothing in it transfers to the tip fitted at ~03:00,session data README or session log
2026-09-19-bench,img_scan_0.csv,sessions/data/2026-09-19-bench/img_scan_0.csv,csv,405,2,"y, dir, then 21 X DAC codes 17768..47768",2 pass rows,wide constant-current image 0 of 3,scripts/scan2.py via scripts/run_img_wide.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp raised to 60000","+-15000 X and Y, 21 x 11 pixels; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-bench.md 3.16,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,ABORTED after 1 forward line(s) of 11,session data README or session log
2026-09-19-bench,img_scan_1.csv,sessions/data/2026-09-19-bench/img_scan_1.csv,csv,678,4,"y, dir, then 21 X DAC codes 17768..47768",4 pass rows,wide constant-current image 1 of 3,scripts/scan2.py via scripts/run_img_wide.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp raised to 60000","+-15000 X and Y, 21 x 11 pixels; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-bench.md 3.16,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,ABORTED after 2 forward line(s) of 11,session data README or session log
2026-09-19-bench,img_scan_2.csv,sessions/data/2026-09-19-bench/img_scan_2.csv,csv,3135,22,"y, dir, then 21 X DAC codes 17768..47768",22 pass rows,wide constant-current image 2 of 3,scripts/scan2.py via scripts/run_img_wide.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp raised to 60000","+-15000 X and Y, 21 x 11 pixels; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-bench.md 3.16,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,ran all 11 lines; the session log reports 14.5%% saturation for it,session data README or session log
2026-09-19-bench,img_xheld_0.csv,sessions/data/2026-09-19-bench/img_xheld_0.csv,csv,3135,22,"y, dir, then 21 X DAC codes 17768..47768",22 pass rows,X-HELD CONTROL 0 of 2 for the wide images,scripts/scan2.py via scripts/run_img_wide.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp 60000",same as the images; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-bench.md 3.16,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,img_xheld_1.csv,sessions/data/2026-09-19-bench/img_xheld_1.csv,csv,3135,22,"y, dir, then 21 X DAC codes 17768..47768",22 pass rows,X-HELD CONTROL 1 of 2 for the wide images,scripts/scan2.py via scripts/run_img_wide.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp 60000",same as the images; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-bench.md 3.16,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,lift_run1.csv,sessions/data/2026-09-19-bench/lift_run1.csv,csv,6887,265,"t, tag, z, bias, value","bias: 38229; z: 0; tag: sw_s0, sw_s1, sw_s2, z0_s0, z0_s1, z0_s2, z0_s3; t spans 2.58",the readings behind them,"scripts/lift.py, scripts/backoff.py",38229 = sample -0.5 V,"0, then swept","columns t, tag, z, bias, value",sessions/2026-09-19-bench.md 3.7,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,lift_run1.log,sessions/data/2026-09-19-bench/lift_run1.log,log,353,5,free text,first line: 01:29:43 step +0: I at Z 0 = 2087 | onset 0 | slope -,"single retract steps, checking after each","scripts/lift.py, scripts/backoff.py",38229 = sample -0.5 V,"0, then swept","columns t, tag, z, bias, value",sessions/2026-09-19-bench.md 3.7,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,live_backoff1.log,sessions/data/2026-09-19-bench/live_backoff1.log,log,262,4,free text,first line: 03:39:00   45.9s    1094 counts  <<< CONTACT: STOP TURNING IN. Now back off in tiny steps ,"the live back-off, 03:39: ticks while touching, clear on silence",scripts/live_backoff.py,38229 = sample -0.5 V,held,the NEW blunt tip,sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,live_backoff2.log,sessions/data/2026-09-19-bench/live_backoff2.log,log,262,4,free text,first line: 03:40:47    6.7s   13914 counts  <<< CONTACT: STOP TURNING IN. Now back off in tiny steps ,"the live back-off again, slower, 03:41",scripts/live_backoff.py,38229 = sample -0.5 V,held,the NEW blunt tip,sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,live_touch.log,sessions/data/2026-09-19-bench/live_touch.log,log,370095,8077,free text,first line: 01:12:30    0.1s       -1 counts   -0.00 nA,"the laptop nano-amp beeper during the hand-set; contact 01:19:49 at 4,082 counts",scripts/live_touch.py,38229 = sample -0.5 V,held at 10000,"latches and pulls Z back at 1,000 counts",sessions/2026-09-19-bench.md 3.4,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,live_touch2_run1.log,sessions/data/2026-09-19-bench/live_touch2_run1.log,log,37892,1147,free text,first line: 02:21:30    0.1s       -5 counts,beeper hand-set 02:21-02:23: the smooth rise 104 -> 262 -> 566 -> 1314 counts,scripts/live_touch2.py,"-0.5 V, cut to 0 V at 1,000 counts",midscale (direction-neutral),re-checks every 20 s,sessions/2026-09-19-bench.md 3.12,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,live_touch2_run2.log,sessions/data/2026-09-19-bench/live_touch2_run2.log,log,80165,2428,free text,first line: 02:42:11    0.1s       18 counts,"beeper hand-set 02:42-02:44, 'the tiniest hair'",scripts/live_touch2.py,"-0.5 V, cut to 0 V at 1,000 counts",midscale,re-checks every 20 s,sessions/2026-09-19-bench.md 3.12,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,live_touch4.log,sessions/data/2026-09-19-bench/live_touch4.log,log,35408,1069,free text,first line: 03:05:17    0.1s       -3 counts,"new-tip beeper hand-set, 03:06, three hair back-offs",scripts/live_touch2.py,"-0.5 V, cut to 0 V at 1,000 counts",midscale,the NEW very blunt tip,sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,live_touch5.log,sessions/data/2026-09-19-bench/live_touch5.log,log,21515,648,free text,first line: 03:20:44    0.1s       -8 counts,"new-tip beeper hand-set, 03:21, three hair back-offs",scripts/live_touch2.py,"-0.5 V, cut to 0 V at 1,000 counts",midscale,the NEW very blunt tip,sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,lockin_run1.csv,sessions/data/2026-09-19-bench/lockin_run1.csv,csv,4226,120,"t, zc, d, i_low, i_high",t spans 1.71,the 120 lock-in points,scripts/lockin.py,38229 = sample -0.5 V,"22000, toggled +-D","columns t (unix), zc, d, i_low, i_high","sessions/2026-09-19-bench.md 3.8, 3.9","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,lockin_run1.log,sessions/data/2026-09-19-bench/lockin_run1.log,log,384,4,free text,first line: 01:48:37 survey: 10000:29870 16000:56 22000:975 28000:7838 32768:7446 38000:6330 44000:82 ,survey and the Z-toggle lock-in at Z 22000,scripts/lockin.py,38229 = sample -0.5 V,"22000, toggled +-D","columns t (unix), zc, d, i_low, i_high","sessions/2026-09-19-bench.md 3.8, 3.9","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,onset0_run1.csv,sessions/data/2026-09-19-bench/onset0_run1.csv,csv,458576,16416,"t, tag, z, bias, value","bias: 38229; z: 0, 100, 1000, 10000, 10050, 10100, 10150, 10200 ... (1001 values); tag: base, onset; t spans 8.25","the 16,416 readings behind it",scripts/onset0.py,38229 = sample -0.5 V,swept 0 to 50000,"columns t, tag (base/onset), z, bias, value",sessions/2026-09-19-bench.md 3.4,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"this script ended by ZEROING THE BIAS, which is what left the next approach running at 0 V",session data README or session log
2026-09-19-bench,onset0_run1.log,sessions/data/2026-09-19-bench/onset0_run1.log,log,212,3,free text,"first line: 01:22:15 A. Z 0, -0.5 V: mean -8 sd 40",piezo-only onset search summary,scripts/onset0.py,38229 = sample -0.5 V,swept 0 to 50000,"columns t, tag (base/onset), z, bias, value",sessions/2026-09-19-bench.md 3.4,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"this script ended by ZEROING THE BIAS, which is what left the next approach running at 0 V",session data README or session log
2026-09-19-bench,slowscan_run1.csv,sessions/data/2026-09-19-bench/slowscan_run1.csv,csv,86103,3006,"t, leg, z, mean","z: 0, 100, 1000, 10000, 10100, 10200, 10300, 10400 ... (501 values); leg: down0, down1, down2, up0, up1, up2; t spans 69.55","the 3,006 sweep points",scripts/slowscan.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/slowscan.py:16 BIAS 38229)",swept in 100-count steps,"columns t (unix), leg (down0..up2), z, mean",sessions/2026-09-19-bench.md 3.8,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,recovered from the producing script's source
2026-09-19-bench,slowscan_run1.log,sessions/data/2026-09-19-bench/slowscan_run1.log,log,302,7,free text,first line: 01:50:27 rep 0 DOWN reached Z 0 (last 23): none over 100,three slow sweeps 50000 -> 0 -> 50000: nothing over 100 counts,scripts/slowscan.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/slowscan.py:16 BIAS 38229)",swept in 100-count steps,"columns t (unix), leg (down0..up2), z, mean",sessions/2026-09-19-bench.md 3.8,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,recovered from the producing script's source
2026-09-19-bench,stamp.csv,sessions/data/2026-09-19-bench/stamp.csv,csv,778937,36071,"t_s, adcr",,the same 10 s while someone stamped about 2 m away,Code/pc/stm_noise_spectrum.py 10 --out stamp.csv,UNKNOWN - read-only tool,tip clear,"columns t_s, adcr; ADCR sd 42, no difference from still.csv",sessions/2026-09-19-bench.md 3.3,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,same tip-clear caveat as still.csv,session data README or session log
2026-09-19-bench,still.csv,sessions/data/2026-09-19-bench/still.csv,csv,751079,34746,"t_s, adcr",,"10 s noise spectrum, room still, tip clear",Code/pc/stm_noise_spectrum.py 10 --out still.csv,UNKNOWN - the tool does not set a bias and reads only,tip clear,"columns t_s, adcr; ADCR sd 42",sessions/2026-09-19-bench.md 3.3,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,WITH THE TIP CLEAR this can only test electrical and microphonic pickup. There is no junction for floor vibration to act on,session data README or session log
2026-09-19-bench,touchrec_run1.csv,sessions/data/2026-09-19-bench/touchrec_run1.csv,csv,239240,17088,"t, value",t spans 5.00,"the 17,088 readings",scripts/touchrec.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/touchrec.py:13 BIAS 38229)","2000, fixed","columns t, value",sessions/2026-09-19-bench.md 3.8,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"every value is 32,767 - the ADC rail. sd 0. It records a railed contact",recovered from the producing script's source
2026-09-19-bench,touchrec_run1.log,sessions/data/2026-09-19-bench/touchrec_run1.log,log,451,8,free text,first line: pinned 5 s: Z -> 50000,"fixed Z 2000: pinned for 5 s, the watchdog fired",scripts/touchrec.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/touchrec.py:13 BIAS 38229)","2000, fixed","columns t, value",sessions/2026-09-19-bench.md 3.8,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"every value is 32,767 - the ADC rail. sd 0. It records a railed contact",recovered from the producing script's source
2026-09-19-bench,wander2_run1.log,sessions/data/2026-09-19-bench/wander2_run1.log,log,158,2,free text,first line: 01:53:43 t= 122s: - 11250 - - - - - - - | I at Z50000: 20 18 66 56 58 152 178 49 82,a sweep every 15 s for four minutes,scripts/wander2.py,"-0.5 V, with +0.5 V and 0 V checks",swept 50000 down in 250-count steps,"stopped by hand, so NO CSV was written; the two-minute summary lines are the whole record",sessions/2026-09-19-bench.md 3.10,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,wander2_run2.log,sessions/data/2026-09-19-bench/wander2_run2.log,log,102,1,free text,first line: 01:58:43 t= 120s: - - - - 27250 - 50000 50000 50000 | I at Z50000: 20 92 52 4 92 36 32767 ,the same again; the gold came back into hard contact after about ten minutes,scripts/wander2.py,"-0.5 V, with +0.5 V and 0 V checks",swept 50000 down in 250-count steps,"stopped by hand, so NO CSV was written; the two-minute summary lines are the whole record",sessions/2026-09-19-bench.md 3.10,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,wander_run1.log,sessions/data/2026-09-19-bench/wander_run1.log,log,106,1,free text,first line: 01:44:38 t=  30s  sweeps 92  found 88 (at Z 50000 itself: 88)  onset median 50000.0  min 5,sweeps from Z 50000: current at 50000 itself on 88 of 92,scripts/wander.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/wander.py:13 BIAS 38229)",swept from 50000,stopped by hand; NO CSV was written,sessions/2026-09-19-bench.md 3.8,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,recovered from the producing script's source
